City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Temperature (C),Feels Like (C),Minimun Temp (C),Maximum Temp (C),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Calgary,broken clouds,50.36,47.97,46.33,52.03,10.2,8.87,7.96,11.13,1009,61,2.57,2024-05-21 03:46:58,2024-05-20 23:37:35,2024-05-21 15:28:41
